"","Gene","GeneSymbol","Chr","start","end","band","cytoband","isCentromer","Position","new_positions"
"1466","KHDC4","KHDC4","1",155913045,155934413,"q22","1q","no",155923729,274
"2854","RXFP4","RXFP4","1",155941638,155943087,"q22","1q","no",155942362.5,275
"158","ARHGEF2","ARHGEF2","1",155946851,156007070,"q22","1q","no",155976960.5,276
"160","ARHGEF2-AS2","ARHGEF2-AS2","1",155978635,155982986,"q22","1q","no",155980810.5,277
"159","ARHGEF2-AS1","ARHGEF2-AS1","1",155991390,156001787,"q22","1q","no",155996588.5,278
"3108","SSR2","SSR2","1",156009048,156020951,"q22","1q","no",156014999.5,279
"3402","UBQLN4","UBQLN4","1",156035299,156053798,"q22","1q","no",156044548.5,280
"1516","LAMTOR2","LAMTOR2","1",156054782,156058506,"q22","1q","no",156056644,281
"2691","RAB25","RAB25","1",156061160,156070504,"q22","1q","no",156065832,282
"2009","MEX3A","MEX3A","1",156072013,156082465,"q22","1q","no",156077239,283
"1893","LMNA","LMNA","1",156082572,156140081,"q22","1q","no",156111326.5,284
"2907","SEMA4A","SEMA4A","1",156147366,156177752,"q22","1q","no",156162559,285
"2971","SLC25A44","SLC25A44","1",156193932,156212796,"q22","1q","no",156203364,286
"2510","PMF1","PMF1","1",156212993,156240042,"q22","1q","no",156226517.5,287
"249","BGLAP","BGLAP","1",156242184,156243317,"q22","1q","no",156242750.5,288
"2395","PAQR6","PAQR6","1",156243320,156248117,"q22","1q","no",156245718.5,289
"3019","SMG5","SMG5","1",156249224,156282825,"q22","1q","no",156266024.5,290
"3280","TMEM79","TMEM79","1",156282935,156293185,"q22","1q","no",156288060,291
"1029","GLMP","GLMP","1",156290089,156295689,"q22","1q","no",156292889,292
"3445","VHLL","VHLL","1",156298624,156299307,"q22","1q","no",156298965.5,293
"389","CCT3","CCT3","1",156308968,156367873,"q22","1q","no",156338420.5,294
"3354","TSACC","TSACC","1",156337314,156346995,"q22","1q","no",156342154.5,295
"2772","RHBG","RHBG","1",156369211,156385219,"q22","1q","no",156377215,296
"2038","MIR9-1HG","MIR9-1HG","1",156404243,156456987,"q22","1q","no",156430615,297
"2133","NAXE","NAXE","1",156591756,156609507,"q22","1q","no",156600631.5,298
"237","BCAN-AS2","BCAN-AS2","1",156614740,156661503,"q23.1","1q","no",156638121.5,299
"234","BCAN","BCAN","1",156641390,156659532,"q23.1","1q","no",156650461,300
"2175","NES","NES","1",156668763,156677407,"q23.1","1q","no",156673085,301
"564","CRABP2","CRABP2","1",156699606,156705816,"q23.1","1q","no",156702711,302
"1411","ISG20L2","ISG20L2","1",156720796,156728766,"q23.1","1q","no",156724781,303
"2008","METTL25B","METTL25B","1",156728442,156736960,"q23.1","1q","no",156732701,304
"2070","MRPL24","MRPL24","1",156737303,156741590,"q23.1","1q","no",156739446.5,305
"1130","HDGF","HDGF","1",156742109,156766925,"q23.1","1q","no",156754517,306
"2612","PRCC","PRCC","1",156750610,156800815,"q23.1","1q","no",156775712.5,307
"2933","SH2D2A","SH2D2A","1",156806240,156816848,"q23.1","1q","no",156811544,308
"2234","NTRK1","NTRK1","1",156815636,156881850,"q23.1","1q","no",156848743,309
"1396","INSRR","INSRR","1",156840063,156859117,"q23.1","1q","no",156849590,310
"2430","PEAR1","PEAR1","1",156893698,156916429,"q23.1","1q","no",156905063.5,311
"1926","LRRC71","LRRC71","1",156920632,156933094,"q23.1","1q","no",156926863,312
"154","ARHGEF11","ARHGEF11","1",156934840,157046903,"q23.1","1q","no",156990871.5,313
"834","ETV3L","ETV3L","1",157092043,157112412,"q23.1","1q","no",157102227.5,314
"833","ETV3","ETV3","1",157121191,157138474,"q23.1","1q","no",157129832.5,315
"1826","LINC02772","LINC02772","1",157273701,157283968,"q23.1","1q","no",157278834.5,316
"923","FCRL5","FCRL5","1",157513377,157552515,"q23.1","1q","no",157532946,317
"922","FCRL4","FCRL4","1",157573747,157598085,"q23.1","1q","no",157585916,318
"921","FCRL3","FCRL3","1",157674321,157700769,"q23.1","1q","no",157687545,319
"920","FCRL2","FCRL2","1",157745733,157777132,"q23.1","1q","no",157761432.5,320
"919","FCRL1","FCRL1","1",157792249,157820120,"q23.1","1q","no",157806184.5,321
"412","CD5L","CD5L","1",157830911,157898256,"q23.1","1q","no",157864583.5,322
"1485","KIRREL1","KIRREL1","1",157993273,158100262,"q23.1","1q","no",158046767.5,323
"1486","KIRREL1-IT1","KIRREL1-IT1","1",158025550,158031166,"q23.1","1q","no",158028358,324
"3024","SMIM42","SMIM42","1",158127287,158128301,"q23.1","1q","no",158127794,325
"1700","LINC01704","LINC01704","1",158131983,158149810,"q23.1","1q","no",158140896.5,326
"399","CD1D","CD1D","1",158178030,158186427,"q23.1","1q","no",158182228.5,327
"396","CD1A","CD1A","1",158254424,158258269,"q23.1","1q","no",158256346.5,328
"398","CD1C","CD1C","1",158289923,158294774,"q23.1","1q","no",158292348.5,329
"397","CD1B","CD1B","1",158327951,158331531,"q23.1","1q","no",158329741,330
"400","CD1E","CD1E","1",158353696,158357553,"q23.1","1q","no",158355624.5,331
"2270","OR10T2","OR10T2","1",158398522,158399466,"q23.1","1q","no",158398994,332
"2268","OR10K2","OR10K2","1",158418210,158426237,"q23.1","1q","no",158422223.5,333
"2267","OR10K1","OR10K1","1",158461574,158470857,"q23.1","1q","no",158466215.5,334
"2269","OR10R2","OR10R2","1",158472220,158480936,"q23.1","1q","no",158476578,335
"2356","OR6Y1","OR6Y1","1",158544550,158554405,"q23.1","1q","no",158549477.5,336
"2355","OR6P1","OR6P1","1",158560606,158570580,"q23.1","1q","no",158565593,337
"2271","OR10X1","OR10X1","1",158578919,158579899,"q23.1","1q","no",158579409,338
"2272","OR10Z1","OR10Z1","1",158605268,158612514,"q23.1","1q","no",158608891,339
"3088","SPTA1","SPTA1","1",158610704,158686715,"q23.1","1q","no",158648709.5,340
"2350","OR6K2","OR6K2","1",158699678,158700652,"q23.1","1q","no",158700165,341
"2351","OR6K3","OR6K3","1",158716327,158720720,"q23.1","1q","no",158718523.5,342
"2353","OR6N1","OR6N1","1",158747814,158772195,"q23.1","1q","no",158760004.5,343
"2352","OR6K6","OR6K6","1",158754720,158755891,"q23.1","1q","no",158755305.5,344
"2354","OR6N2","OR6N2","1",158774222,158781204,"q23.1","1q","no",158777713,345
"2050","MNDA","MNDA","1",158831351,158849506,"q23.1","1q","no",158840428.5,346
"2684","PYHIN1","PYHIN1","1",158930796,158977059,"q23.1","1q","no",158953927.5,347
"1211","IFI16","IFI16","1",158999968,159055155,"q23.1","1q","no",159027561.5,348
"2682","PYDC5","PYDC5","1",158999971,159002751,"q23.1","1q","no",159001361,349
"75","AIM2","AIM2","1",159056129,159187843,"q23.2","1q","no",159121986,350
"341","CADM3-AS1","CADM3-AS1","1",159170320,159211455,"q23.2","1q","no",159190887.5,351
"340","CADM3","CADM3","1",159171609,159203313,"q23.2","1q","no",159187461,352
"17","ACKR1","ACKR1","1",159204875,159206500,"q23.2","1q","no",159205687.5,353
"2266","OR10J5","OR10J5","1",159535078,159536007,"q23.2","1q","no",159535542.5,354
"138","APCS","APCS","1",159587826,159588865,"q23.2","1q","no",159588345.5,355
"580","CRP","CRP","1",159712289,159714589,"q23.2","1q","no",159713439,356
"731","DUSP23","DUSP23","1",159780932,159782543,"q23.2","1q","no",159781737.5,357
"924","FCRL6","FCRL6","1",159800511,159816257,"q23.2","1q","no",159808384,358
"2956","SLAMF8","SLAMF8","1",159826811,159837492,"q23.2","1q","no",159832151.5,359
"3036","SNHG28","SNHG28","1",159834480,159855071,"q23.2","1q","no",159844775.5,360
"3454","VSIG8","VSIG8","1",159854316,159862657,"q23.2","1q","no",159858486.5,361
"463","CFAP45","CFAP45","1",159872364,159900165,"q23.2","1q","no",159886264.5,362
"3167","TAGLN2","TAGLN2","1",159918107,159925507,"q23.2","1q","no",159921807,363
"1374","IGSF9","IGSF9","1",159927039,159945613,"q23.2","1q","no",159936326,364
"1611","LINC01133","LINC01133","1",159941373,160025027,"q23.2","1q","no",159983200,365
"2957","SLAMF9","SLAMF9","1",159951492,159954237,"q23.2","1q","no",159952864.5,366
"1448","KCNJ10","KCNJ10","1",159998651,160070483,"q23.2","1q","no",160034567,367
"2463","PIGM","PIGM","1",160024953,160031990,"q23.2","1q","no",160028471.5,368
"1449","KCNJ9","KCNJ9","1",160081538,160090563,"q23.2","1q","no",160086050.5,369
"1373","IGSF8","IGSF8","1",160091340,160098943,"q23.2","1q","no",160095141.5,370
"199","ATP1A2","ATP1A2","1",160115759,160143591,"q23.2","1q","no",160129675,371
"200","ATP1A4","ATP1A4","1",160151586,160186980,"q23.2","1q","no",160169283,372
"364","CASQ1","CASQ1","1",160190575,160201886,"q23.2","1q","no",160196230.5,373
"2429","PEA15","PEA15","1",160205380,160215376,"q23.2","1q","no",160210378,374
"630","DCAF8","DCAF8","1",160215715,160262549,"q23.2","1q","no",160239132,375
"631","DCAF8-DT","DCAF8-DT","1",160261682,160281935,"q23.2","1q","no",160271808.5,376
"2440","PEX19","PEX19","1",160276807,160286348,"q23.2","1q","no",160281577.5,377
"549","COPA","COPA","1",160288594,160343566,"q23.2","1q","no",160316080,378
"2160","NCSTN","NCSTN","1",160343294,160358952,"q23.2","1q","no",160351123,379
"2188","NHLH1","NHLH1","1",160367071,160372846,"q23.2","1q","no",160369958.5,380
"3438","VANGL2","VANGL2","1",160400564,160428678,"q23.2","1q","no",160414621,381
"2954","SLAMF6","SLAMF6","1",160485030,160523262,"q23.3","1q","no",160504146,382
"413","CD84","CD84","1",160541095,160579516,"q23.3","1q","no",160560305.5,383
"2953","SLAMF1","SLAMF1","1",160608106,160647044,"q23.3","1q","no",160627575,384
"407","CD48","CD48","1",160678746,160711831,"q23.3","1q","no",160695288.5,385
"2955","SLAMF7","SLAMF7","1",160739057,160754821,"q23.3","1q","no",160746939,386
"1942","LY9","LY9","1",160796074,160828483,"q23.3","1q","no",160812278.5,387
"403","CD244","CD244","1",160830160,160862887,"q23.3","1q","no",160846523.5,388
"1415","ITLN1","ITLN1","1",160876540,160885180,"q23.3","1q","no",160880860,389
"1416","ITLN2","ITLN2","1",160945025,160954809,"q23.3","1q","no",160949917,390
"849","F11R","F11R","1",160995211,161021175,"q23.3","1q","no",161008193,391
"3363","TSTD1","TSTD1","1",161037631,161038977,"q23.3","1q","no",161038304,392
"3418","USF1","USF1","1",161039251,161045977,"q23.3","1q","no",161042614,393
"152","ARHGAP30","ARHGAP30","1",161046946,161069970,"q23.3","1q","no",161058458,394
"2167","NECTIN4","NECTIN4","1",161070998,161089558,"q23.3","1q","no",161080278,395
"2168","NECTIN4-AS1","NECTIN4-AS1","1",161083814,161092327,"q23.3","1q","no",161088070.5,396
"1493","KLHDC9","KLHDC9","1",161098361,161100346,"q23.3","1q","no",161099353.5,397
"2441","PFDN2","PFDN2","1",161100556,161118055,"q23.3","1q","no",161109305.5,398
"2193","NIT1","NIT1","1",161118086,161125445,"q23.3","1q","no",161121765.5,399
"649","DEDD","DEDD","1",161120974,161132688,"q23.3","1q","no",161126831,400
"3410","UFC1","UFC1","1",161152776,161158856,"q23.3","1q","no",161155816,401
"3423","USP21","USP21","1",161159450,161165723,"q23.3","1q","no",161162586.5,402
"2546","PPOX","PPOX","1",161166056,161178013,"q23.3","1q","no",161172034.5,403
"230","B4GALT3","B4GALT3","1",161171310,161177968,"q23.3","1q","no",161174639,404
"34","ADAMTS4","ADAMTS4","1",161184302,161199054,"q23.3","1q","no",161191678,405
"2163","NDUFS2","NDUFS2","1",161197104,161214723,"q23.3","1q","no",161205913.5,406
"908","FCER1G","FCER1G","1",161215234,161220699,"q23.3","1q","no",161217966.5,407
"141","APOA2","APOA2","1",161222290,161223631,"q23.3","1q","no",161222960.5,408
"3310","TOMM40L","TOMM40L","1",161225939,161230746,"q23.3","1q","no",161228342.5,409
"2219","NR1I3","NR1I3","1",161229666,161238244,"q23.3","1q","no",161233955,410
"2414","PCP4L1","PCP4L1","1",161258745,161285450,"q23.3","1q","no",161272097.5,411
"2061","MPZ","MPZ","1",161304735,161309968,"q23.3","1q","no",161307351.5,412
"2897","SDHC","SDHC","1",161314381,161363206,"q23.3","1q","no",161338793.5,413
"458","CFAP126","CFAP126","1",161364733,161367876,"q23.3","1q","no",161366304.5,414
"912","FCGR2A","FCGR2A","1",161505430,161524013,"q23.3","1q","no",161514721.5,415
"1191","HSPA6","HSPA6","1",161524540,161526894,"q23.3","1q","no",161525717,416
"915","FCGR3A","FCGR3A","1",161541759,161550968,"q23.3","1q","no",161546363.5,417
"914","FCGR2C","FCGR2C","1",161581339,161605662,"q23.3","1q","no",161593500.5,418
"916","FCGR3B","FCGR3B","1",161623196,161631963,"q23.3","1q","no",161627579.5,419
"913","FCGR2B","FCGR2B","1",161663143,161678654,"q23.3","1q","no",161670898.5,420
"925","FCRLA","FCRLA","1",161706972,161714352,"q23.3","1q","no",161710662,421
"926","FCRLB","FCRLB","1",161721544,161728143,"q23.3","1q","no",161724843.5,422
"192","ATF6-DT","ATF6-DT","1",161748537,161766488,"q23.3","1q","no",161757512.5,423
"729","DUSP12","DUSP12","1",161749758,161757238,"q23.3","1q","no",161753498,424
"191","ATF6","ATF6","1",161766298,161977574,"q23.3","1q","no",161871936,425
"2254","OLFML2B","OLFML2B","1",161983192,162023869,"q23.3","1q","no",162003530.5,426
"2204","NOS1AP","NOS1AP","1",162069691,162370475,"q23.3","1q","no",162220083,427
"3067","SPATA46","SPATA46","1",162373203,162376854,"q23.3","1q","no",162375028.5,428
"299","C1orf226","C1orf226","1",162378841,162386812,"q23.3","1q","no",162382826.5,429
"2932","SH2D1B","SH2D1B","1",162395268,162412138,"q23.3","1q","no",162403703,430
"3412","UHMK1","UHMK1","1",162497251,162529631,"q23.3","1q","no",162513441,431
"3392","UAP1-DT","UAP1-DT","1",162529890,162561422,"q23.3","1q","no",162545656,432
"3391","UAP1","UAP1","1",162561722,162601240,"q23.3","1q","no",162581481,433
"643","DDR2","DDR2","1",162631373,162787405,"q23.3","1q","no",162709389,434
"1188","HSD17B7","HSD17B7","1",162790702,162812823,"q23.3","1q","no",162801762.5,435
"378","CCDC190","CCDC190","1",162824458,162868761,"q23.3","1q","no",162846609.5,436
"2765","RGS4","RGS4","1",163068775,163076802,"q23.3","1q","no",163072788.5,437
"2766","RGS5","RGS5","1",163111121,163321791,"q23.3","1q","no",163216456,438
"2767","RGS5-AS1","RGS5-AS1","1",163161675,163213023,"q23.3","1q","no",163187349,439
"2241","NUF2","NUF2","1",163266576,163355764,"q23.3","1q","no",163311170,440
"2404","PBX1","PBX1","1",164555584,164899296,"q23.3","1q","no",164727440,441
"2405","PBX1-AS1","PBX1-AS1","1",164769116,164774641,"q23.3","1q","no",164771878.5,442
"1896","LMX1A","LMX1A","1",165201867,165356715,"q23.3","1q","no",165279291,443
"1898","LMX1A-AS2","LMX1A-AS2","1",165210627,165213090,"q23.3","1q","no",165211858.5,444
"1897","LMX1A-AS1","LMX1A-AS1","1",165215933,165219104,"q23.3","1q","no",165217518.5,445
"2855","RXRG","RXRG","1",165400922,165445355,"q23.3","1q","no",165423138.5,446
"1922","LRRC52-AS1","LRRC52-AS1","1",165450147,165582155,"q24.1","1q","no",165516151,447
"1921","LRRC52","LRRC52","1",165544000,165563957,"q24.1","1q","no",165553978.5,448
"2017","MGST3","MGST3","1",165631213,165661796,"q24.1","1q","no",165646504.5,449
"90","ALDH9A1","ALDH9A1","1",165662216,165698562,"q24.1","1q","no",165680389,450
"3240","TMCO1","TMCO1","1",165724293,165827755,"q24.1","1q","no",165776024,451
"3241","TMCO1-AS1","TMCO1-AS1","1",165768929,165775176,"q24.1","1q","no",165772052.5,452
"3408","UCK2","UCK2","1",165827614,165911618,"q24.1","1q","no",165869616,453
"887","FAM78B","FAM78B","1",166057426,166167001,"q24.1","1q","no",166112213.5,454
"888","FAM78B-AS1","FAM78B-AS1","1",166081183,166087483,"q24.1","1q","no",166084333,455
"1684","LINC01675","LINC01675","1",166474879,166490307,"q24.1","1q","no",166482593,456
"950","FMO9P","FMO9P","1",166612470,166631400,"q24.1","1q","no",166621935,457
"2516","POGK","POGK","1",166839447,166856359,"q24.1","1q","no",166847903,458
"3158","TADA1","TADA1","1",166856510,166876264,"q24.1","1q","no",166866387,459
"1386","ILDR2","ILDR2","1",166895711,166975540,"q24.1","1q","no",166935625.5,460
"1958","MAEL","MAEL","1",166975582,167022214,"q24.1","1q","no",166998898,461
"1050","GPA33","GPA33","1",167052836,167166479,"q24.1","1q","no",167109657.5,462
"3133","STYXL2","STYXL2","1",167094075,167129165,"q24.1","1q","no",167111620,463
"1655","LINC01363","LINC01363","1",167175363,167195792,"q24.1","1q","no",167185577.5,464
"2525","POU2F1-DT","POU2F1-DT","1",167203894,167222321,"q24.2","1q","no",167213107.5,465
"2524","POU2F1","POU2F1","1",167220876,167427345,"q24.2","1q","no",167324110.5,466
"404","CD247","CD247","1",167425027,167518640,"q24.2","1q","no",167471833.5,467
"569","CREG1","CREG1","1",167529117,167553805,"q24.2","1q","no",167541461,468
"2736","RCSD1","RCSD1","1",167630093,167708696,"q24.2","1q","no",167669394.5,469
"2062","MPZL1","MPZL1","1",167721192,167791919,"q24.2","1q","no",167756555.5,470
"39","ADCY10","ADCY10","1",167809386,167914215,"q24.2","1q","no",167861800.5,471
"2057","MPC2","MPC2","1",167916675,167937072,"q24.2","1q","no",167926873.5,472
"629","DCAF6","DCAF6","1",167935783,168075843,"q24.2","1q","no",168005813,473
"1063","GPR161","GPR161","1",168079542,168137667,"q24.2","1q","no",168108604.5,474
"3233","TIPRL","TIPRL","1",168178962,168202109,"q24.2","1q","no",168190535.5,475
"2928","SFT2D2","SFT2D2","1",168225938,168253021,"q24.2","1q","no",168239479.5,476
"3178","TBX19","TBX19","1",168280877,168314426,"q24.2","1q","no",168297651.5,477
"3485","XCL2","XCL2","1",168540768,168543997,"q24.2","1q","no",168542382.5,478
"3484","XCL1","XCL1","1",168576605,168582069,"q24.2","1q","no",168579337,479
"710","DPT","DPT","1",168695468,168729206,"q24.2","1q","no",168712337,480
"1598","LINC00970","LINC00970","1",168695874,169103307,"q24.2","1q","no",168899590.5,481
"1592","LINC00626","LINC00626","1",168784012,168792886,"q24.2","1q","no",168788449,482
"201","ATP1B1","ATP1B1","1",169105697,169310992,"q24.2","1q","no",169208344.5,483
"2197","NME7","NME7","1",169132531,169367948,"q24.2","1q","no",169250239.5,484
"255","BLZF1","BLZF1","1",169367970,169396540,"q24.2","1q","no",169382255,485
"376","CCDC181","CCDC181","1",169394870,169460669,"q24.2","1q","no",169427769.5,486
"2962","SLC19A2","SLC19A2","1",169463909,169485944,"q24.2","1q","no",169474926.5,487
"853","F5","F5","1",169511951,169586588,"q24.2","1q","no",169549269.5,488
"2906","SELP","SELP","1",169588849,169630193,"q24.2","1q","no",169609521,489
"2905","SELL","SELL","1",169690665,169711702,"q24.2","1q","no",169701183.5,490
"2900","SELE","SELE","1",169722640,169764705,"q24.2","1q","no",169743672.5,491
"2007","METTL18","METTL18","1",169792529,169794963,"q24.2","1q","no",169793746,492
"2889","SCYL3","SCYL3","1",169849631,169894267,"q24.2","1q","no",169871949,493
"1484","KIFAP3","KIFAP3","1",169921326,170085208,"q24.2","1q","no",170003267,494
"2230","NTMT2","NTMT2","1",170145959,170168866,"q24.2","1q","no",170157412.5,495
"1688","LINC01681","LINC01681","1",170173865,170304358,"q24.2","1q","no",170239111.5,496
"1617","LINC01142","LINC01142","1",170271395,170284427,"q24.2","1q","no",170277911,497
"1049","GORAB-AS1","GORAB-AS1","1",170460452,170538383,"q24.2","1q","no",170499417.5,498
"1048","GORAB","GORAB","1",170531819,170553834,"q24.2","1q","no",170542826.5,499
"2647","PRRX1","PRRX1","1",170662728,170739421,"q24.2","1q","no",170701074.5,500
"2065","MROH9","MROH9","1",170935526,171064765,"q24.3","1q","no",171000145.5,501
"947","FMO3","FMO3","1",171090901,171117819,"q24.3","1q","no",171104360,502
"946","FMO2","FMO2","1",171185249,171212686,"q24.3","1q","no",171198967.5,503
"945","FMO1","FMO1","1",171248471,171285978,"q24.3","1q","no",171267224.5,504
"948","FMO4","FMO4","1",171314183,171342084,"q24.3","1q","no",171328133.5,505
"2646","PRRC2C","PRRC2C","1",171485530,171593511,"q24.3","1q","no",171539520.5,506
"2118","MYOCOS","MYOCOS","1",171600621,171638799,"q24.3","1q","no",171619710,507
"2117","MYOC","MYOC","1",171635417,171652688,"q24.3","1q","no",171644052.5,508
"3434","VAMP4","VAMP4","1",171700160,171742074,"q24.3","1q","no",171721117,509
"2006","METTL13","METTL13","1",171781660,171814023,"q24.3","1q","no",171797841.5,510
"698","DNM3","DNM3","1",171817887,172418466,"q24.3","1q","no",172118176.5,511
"699","DNM3-IT1","DNM3-IT1","1",171864187,171864687,"q24.3","1q","no",171864437,512
"700","DNM3OS","DNM3OS","1",172138397,172144840,"q24.3","1q","no",172141618.5,513
