"","hgnc_symbol","chromosome_name","start_position","end_position"
"RASD1","RASD1","17",17494437,17496395
"PHPT1","PHPT1","9",136848724,136851027
"RPL27","RPL27","17",42998273,43002959
"UBE2N","UBE2N","12",93405673,93441947
"SHISA8","SHISA8","22",41909543,41915074
"JOSD1","JOSD1","22",38685543,38701556
"DAAM1","DAAM1","14",59188646,59371405
"MXI1","MXI1","10",110207605,110287365
"ALG10","ALG10","12",34022468,34029694
"MAMDC4","MAMDC4","9",136850943,136860799
"TMEM158","TMEM158","3",45224466,45226287
"TAFA4","TAFA4","3",68731766,68953297
"B4GALNT2","B4GALNT2","17",49132460,49176840
"CNOT11","CNOT11","2",101252886,101270316
"SULT4A1","SULT4A1","22",43824509,43862513
"JHY","JHY","11",122882683,122963862
"SCAF11","SCAF11","12",45919131,45992120
"TMEM39A","TMEM39A","3",119428949,119468830
"TACR1","TACR1","2",75046463,75199520
"FDX1","FDX1","11",110429948,110464884
"TMEM132E","TMEM132E","17",34579487,34639318
"PPM1B","PPM1B","2",44167969,44244384
"RFPL4B","RFPL4B","6",112347330,112351294
"CCDC198","CCDC198","14",57469300,57493867
"EDF1","EDF1","9",136862119,136866308
"IFI35","IFI35","17",43006740,43014456
"TRIM29","TRIM29","11",120111286,120185529
"HESX1","HESX1","3",57197838,57227606
"PNPLA5","PNPLA5","22",43879678,43892013
"PPP4C","PPP4C","16",30075978,30085376
"EFHC1","EFHC1","6",52362123,52529886
"PLXNC1","PLXNC1","12",94148577,94307675
"ENTR1","ENTR1","9",136401922,136410614
"MYH9","MYH9","22",36281280,36388010
"TIMMDC1","TIMMDC1","3",119498547,119525090
"NXPH3","NXPH3","17",49575871,49583827
"CYB5D2","CYB5D2","17",4143168,4187310
"LRAT","LRAT","4",154626945,154753120
"ZNF236","ZNF236","18",76822557,76972901
"SLC43A2","SLC43A2","17",1569268,1628886
"ING2","ING2","4",183505058,183512429
"TASL","TASL","X",30558809,30577766
"GPHN","GPHN","14",66507407,67181803
"GK-IT1","GK-IT1","X",30671635,30672166
"GK-AS1","GK-AS1","X",30699998,30724174
"IP6K1","IP6K1","3",49724294,49786542
"TAB3-AS1","TAB3-AS1","X",30834623,30835300
"TAB3-AS2","TAB3-AS2","X",30854321,30854707
"FSTL5","FSTL5","4",161383897,162164004
"PCYT1B","PCYT1B","X",24558087,24672677
"MRPS9","MRPS9","2",105038069,105099960
"INPP5E","INPP5E","9",136428619,136439845
"CIB4","CIB4","2",26581205,26641366
"C9orf163","C9orf163","9",136483495,136486067
"DZIP3","DZIP3","3",108589705,108694840
"FSD1L","FSD1L","9",105447796,105552433
"EFCAB10","EFCAB10","7",105565120,105600875
"C12orf75-AS1","C12orf75-AS1","12",105304867,105327017
"MYF6","MYF6","12",80707634,80709474
"PCYT1B-AS1","PCYT1B-AS1","X",24650073,24658237
"POLA1","POLA1","X",24693873,24996986
"LINC01867","LINC01867","2",52370602,52390056
"YPEL3","YPEL3","16",30092314,30096915
"CLEC2L","CLEC2L","7",139523685,139544985
"METAP2","METAP2","12",95473520,95515839
"SLC9A2","SLC9A2","2",102619553,102711355
"TRBV6-4","TRBV6-4","7",142380806,142381261
"TRBV4-1","TRBV4-1","7",142313184,142313666
"MPRIP","MPRIP","17",17042457,17217679
"RASD2","RASD2","22",35540831,35553999
"SSBP1","SSBP1","7",141738334,141787922
"BTNL8","BTNL8","5",180899077,180950906
"MB","MB","22",35606764,35637951
"PKNOX2-DT","PKNOX2-DT","11",125158461,125164609
"HECTD2","HECTD2","10",91409280,91514829
"RPL31","RPL31","2",101002229,101024032
"ARHGAP10","ARHGAP10","4",147732063,148072776
"ANKRD20A5P","ANKRD20A5P","18",14179395,14244811
"TAL2","TAL2","9",105662457,105663124
"ARHGEF12","ARHGEF12","11",120336413,120489937
"CYP4F35P","CYP4F35P","18",14338015,14338834
"GDPD3","GDPD3","16",30104810,30113537
"CDK20","CDK20","9",87966441,87974753
"TUBB8B","TUBB8B","18",47221,73545
"SYT4","SYT4","18",43267892,43277535
"DPPA2","DPPA2","3",109293788,109316517
"PTGR3","PTGR3","18",75195113,75209139
"APOL6","APOL6","22",35648446,35668404
"DLGAP1-AS3","DLGAP1-AS3","18",3878058,3897069
"MAPK3","MAPK3","16",30114105,30123506
"METTL17","METTL17","14",20989973,20997035
"APOL5","APOL5","22",35717872,35729483
"DLGAP1","DLGAP1","18",3496032,4455307
"APOL2","APOL2","22",36226209,36239954
"ADK","ADK","10",74151202,74709963
"PLA1A","PLA1A","3",119597875,119629811
"ARX","ARX","X",25003694,25016420
"TMEM131","TMEM131","2",97756333,97995948
"HIPK2","HIPK2","7",139561570,139777998
"LIFR","LIFR","5",38474668,38608354
"SEC14L6","SEC14L6","22",30522799,30546741
"AGTPBP1","AGTPBP1","9",85546539,85742029
"MON2","MON2","12",62466817,62600476
"GPR27","GPR27","3",71753855,71756496
"IFIT1B","IFIT1B","10",89378056,89385205
"ZFX-AS1","ZFX-AS1","X",24146225,24149654
"IFIT1","IFIT1","10",89392546,89406487
"KIAA1671","KIAA1671","22",24952716,25197448
"TAS2R3","TAS2R3","7",141764097,141765197
"TEX55","TEX55","3",119146151,119160042
"LINC01179","LINC01179","4",165684639,165762778
"EFCAB10-AS1","EFCAB10-AS1","7",105571083,105573660
"SLC16A12","SLC16A12","10",89430299,89556641
"TSPAN12","TSPAN12","7",120787320,120858402
"RNF149","RNF149","2",101271219,101308701
"ENPP6","ENPP6","4",184088706,184221230
"ARHGEF9","ARHGEF9","X",63634967,63809274
"ANAPC16","ANAPC16","10",72216000,72235860
"CDCP1","CDCP1","3",45082277,45146422
"TAAR6","TAAR6","6",132570322,132571359
"PLN","PLN","6",118548296,118561716
"MAN1A1","MAN1A1","6",119177205,119349761
"DDIT4","DDIT4","10",72273919,72276036
"RWDD4","RWDD4","4",183639635,183659203
"CRYBB3","CRYBB3","22",25199858,25207359
"CD80","CD80","3",119524293,119559614
"GOPC","GOPC","6",117560269,117602542
"HACD1","HACD1","10",17589032,17617374
"TRBV3-1","TRBV3-1","7",142308542,142309048
"GCFC2","GCFC2","2",75652000,75710985
"TRBV7-3","TRBV7-3","7",142384329,142384841
"CRYBB2","CRYBB2","22",25212564,25231870
"TRBV5-1","TRBV5-1","7",142320677,142321544
"BRI3","BRI3","7",98252379,98310441
"STAM-DT","STAM-DT","10",17641284,17643878
"C3orf85","C3orf85","3",109118252,109151401
"STAM","STAM","10",17644151,17716824
"RASA1","RASA1","5",87267883,87391931
"CFAP44","CFAP44","3",113286930,113441610
"TMEM184C","TMEM184C","4",147617386,147672044
"CSF2RB","CSF2RB","22",36913628,36940439
"AKR1B15","AKR1B15","7",134549110,134579875
"IZUMO3","IZUMO3","9",24542952,24545946
"CDK19","CDK19","6",110609978,110815958
"GSC","GSC","14",94768223,94770113
"TRBV8-2","TRBV8-2","7",142386378,142386647
"KIAA1958","KIAA1958","9",112486827,112669397
"TRAV1-1","TRAV1-1","14",21621838,21622567
"IL15","IL15","4",141636583,141733987
"OR10G2","OR10G2","14",21633836,21634940
"TRAV1-2","TRAV1-2","14",21642889,21643578
"SLC37A3","SLC37A3","7",140293693,140404433
"TRAV2","TRAV2","14",21712321,21712843
"TRAV3","TRAV3","14",21723713,21724321
"TRAV4","TRAV4","14",21736152,21736982
"TMEM236","TMEM236","10",17752201,17800868
"TRAV5","TRAV5","14",21749178,21749705
"BCL2L2","BCL2L2","14",23298790,23311751
"TBRG1","TBRG1","11",124622836,124635926
"GTPBP4","GTPBP4","10",988434,1019932
"BOLA2B","BOLA2B","16",30192932,30194306
"ZFP37","ZFP37","9",113038377,113056759
"ACOX2","ACOX2","3",58505136,58537283
"GRK3","GRK3","22",25564675,25729294
"MSANTD3","MSANTD3","9",100427143,100451734
"TSHR","TSHR","14",80954989,81146306
"PLSCR3","PLSCR3","17",7389727,7394842
"LMBRD1","LMBRD1","6",69672757,69867236
"DCC","DCC","18",52340197,53535899
"OLFM1","OLFM1","9",135075422,135121180
"CD2BP2","CD2BP2","16",30350773,30355308
"DMC1","DMC1","22",38518948,38570204
"IDI2","IDI2","10",1018910,1025859
"DNAH6","DNAH6","2",84516455,84819589
"TBC1D10B","TBC1D10B","16",30357102,30370494
"ANXA8L1","ANXA8L1","10",46375627,46391784
"NPY5R","NPY5R","4",163343892,163351934
"IGSF11","IGSF11","3",118900557,119146068
"MAPRE2","MAPRE2","18",34976928,35143470
"WWC2-AS1","WWC2-AS1","4",183233628,183240634
"TLL1","TLL1","4",165873237,166104457
"GPR139","GPR139","16",20028239,20073890
"ZCCHC7","ZCCHC7","9",37120574,37358149
"SULT1A4","SULT1A4","16",29459913,29464966
"SELENOO","SELENOO","22",50201011,50217616
"NPY4R","NPY4R","10",46461099,46465958
"GTF2A1","GTF2A1","14",81175452,81221377
"TMEM256","TMEM256","17",7402975,7404097
"LAPTM4A","LAPTM4A","2",20032650,20051628
"STOX1","STOX1","10",68827531,68895432
"CMTM7","CMTM7","3",32391698,32483067
"SCUBE1","SCUBE1","22",43197280,43343372
"NLGN2","NLGN2","17",7404874,7419860
"CPED1","CPED1","7",120988697,121297442
"LINC02697","LINC02697","11",134950708,134951568
"MRPL22","MRPL22","5",154941073,154969411
"SIAE","SIAE","11",124633113,124695707
"KRCC1","KRCC1","2",88027205,88064252
"SPEM1","SPEM1","17",7420324,7421632
"ZNF397","ZNF397","18",35241030,35267133
"FAM110C","FAM110C","2",38814,46870
"SPEM2","SPEM2","17",7425616,7427568
"GLG1","GLG1","16",74447427,74607144
"DDX50","DDX50","10",68901286,68946847
"RTL1","RTL1","14",100879753,100903722
"EIF2S1","EIF2S1","14",67360328,67386516
"PRKACG","PRKACG","9",69012504,69014113
"OTX1","OTX1","2",63050057,63057836
"SPEM3","SPEM3","17",7428857,7432820
"TMEM102","TMEM102","17",7435435,7437679
"MORC1","MORC1","3",108958248,109118134
"SCARF2","SCARF2","22",20424584,20437826
"FGF11","FGF11","17",7438273,7444937
"ZNG1C","ZNG1C","9",68232003,68300035
"ZSCAN30","ZSCAN30","18",35251058,35290245
"UBXN2A","UBXN2A","2",23927285,24004909
"TMEM232","TMEM232","5",110289233,110738956
"PLEK2","PLEK2","14",67386984,67412167
"MARCKS","MARCKS","6",113857345,113863475
"CRTAM","CRTAM","11",122838500,122872643
"SMPDL3A","SMPDL3A","6",122789049,122809720
"ZNF24","ZNF24","18",35332227,35345482
"MAP9","MAP9","4",155342658,155376970
"TCF7L1-IT1","TCF7L1-IT1","2",85186409,85187253
"CHRNB1","CHRNB1","17",7445061,7457710
"OR11H1","OR11H1","22",15528192,15529139
"BATF","BATF","14",75522455,75546993
"ALK","ALK","2",29192774,29921586
"SLC2A11","SLC2A11","22",23856703,23886312
"LUC7L2","LUC7L2","7",139340359,139423457
"ARHGEF9-IT1","ARHGEF9-IT1","X",63670196,63671502
"ZCCHC18","ZCCHC18","X",104112131,104115842
"FLVCR2","FLVCR2","14",75578620,75663214
"BARX2","BARX2","11",129375848,129452279
"ZNF396","ZNF396","18",35366694,35377337
"TRAPPC3L","TRAPPC3L","6",116494989,116545684
"PAGE5","PAGE5","X",55220346,55224108
"SLC18B1","SLC18B1","6",132769370,132813339
"CDH23-AS1","CDH23-AS1","10",71508153,71511873
"C10orf105","C10orf105","10",71711701,71737824
"VSIR","VSIR","10",71747556,71773520
"INO80C","INO80C","18",35452230,35497979
"TAF7L","TAF7L","X",101268253,101293057
"FEZ1","FEZ1","11",125442881,125592568
"LINC00242","LINC00242","6",169788790,169799549
"CDH23","CDH23","10",71396920,71815947
"ALDH7A1","ALDH7A1","5",126531200,126595362
"TNFRSF21","TNFRSF21","6",47231532,47309905
"MAGI1-IT1","MAGI1-IT1","3",65872815,65954558
"ADIG","ADIG","20",38581195,38588463
"IFT57","IFT57","3",108160812,108222435
"CYP24A1","CYP24A1","20",54153446,54173986
"MRO","MRO","18",50795120,50825402
"TMEM88","TMEM88","17",7855066,7856099
"ALDH8A1","ALDH8A1","6",134917393,134950115
"PRSS58","PRSS58","7",142252143,142258058
"CYB5D1","CYB5D1","17",7857746,7862282
"ZFX","ZFX","X",24149173,24216255
"SNX4","SNX4","3",125446650,125520202
"TRAPPC1","TRAPPC1","17",7930345,7932123
"MYO1G","MYO1G","7",44962662,44979088
"TTLL5","TTLL5","14",75633625,75955079
"AADAT","AADAT","4",170060222,170091699
"BCAS1","BCAS1","20",53936777,54070594
"CNTROB","CNTROB","17",7932101,7949920
"RNGTT","RNGTT","6",88609897,88963618
"C16orf95","C16orf95","16",87083562,87317420
"SLC17A6","SLC17A6","11",22338381,22379503
"B4GALT4","B4GALT4","3",119211732,119240946
"MRTFB","MRTFB","16",14071319,14266773
"TGFA","TGFA","2",70447284,70554193
"SSX1","SSX1","X",48255392,48267444
"ME2","ME2","18",50879080,50954257
"TENM4","TENM4","11",78652829,79441030
"ZNF81","ZNF81","X",47836902,48002561
"AKR1D1","AKR1D1","7",138002324,138118305
"MID2","MID2","X",107825755,107931637
"SRSF7","SRSF7","2",38743599,38751494
"TAAR2","TAAR2","6",132617022,132624275
"LINC01395","LINC01395","11",129612116,129617269
"NDUFAF4","NDUFAF4","6",96889315,96897891
"ADAT2","ADAT2","6",143422832,143450695
"UBASH3B","UBASH3B","11",122655722,122814473
"ING3","ING3","7",120950763,120977216
"POPDC3","POPDC3","6",105157900,105180014
"WTIP","WTIP","19",34481758,34512304
"DSE","DSE","6",116254173,116444861
"ADAM29","ADAM29","4",174829668,174978180
"TEX11","TEX11","X",70528940,70908711
"EIF3CL","EIF3CL","16",28379579,28403841
"ERG28","ERG28","14",75649791,75660876
"GUCY2D","GUCY2D","17",8002615,8020342
"ZNF565","ZNF565","19",36182276,36246257
"TMEM225","TMEM225","11",123882920,123885670
"FASTKD5","FASTKD5","20",3146519,3159865
"TP53RK","TP53RK","20",46684365,46689444
"DAZAP2","DAZAP2","12",51238724,51271362
"GPATCH2L","GPATCH2L","14",76151916,76254342
"PRPF6","PRPF6","20",63981132,64033100
"ALOX15B","ALOX15B","17",8039034,8049134
"SPAG4","SPAG4","20",35615829,35621094
"STT3A","STT3A","11",125591712,125625215
"ZNF469","ZNF469","16",88382959,88440757
"TMEM143","TMEM143","19",48332356,48364059
"PDSS2","PDSS2","6",107152562,107459564
"PPIF","PPIF","10",79347469,79355334
"EIF3C","EIF3C","16",28688558,28735727
"TMEM242","TMEM242","6",157289025,157323601
"ASB5","ASB5","4",176213673,176277571
"RIOK3","RIOK3","18",23453287,23486603
"SMKR1","SMKR1","7",129502531,129512918
"ZCCHC24","ZCCHC24","10",79382325,79445624
"TRBV5-3","TRBV5-3","7",142389202,142389668
"CSRP2","CSRP2","12",76858709,76879023
"TAS2R5","TAS2R5","7",141790217,141791367
"TRBV6-1","TRBV6-1","7",142328297,142328786
"SFTPA2","SFTPA2","10",79555852,79560407
"TRBV2","TRBV2","7",142300924,142301432
"ZNF334","ZNF334","20",46499630,46513559
"ATG5","ATG5","6",106045423,106325791
"WNT16","WNT16","7",121325367,121341104
"PPP1R21","PPP1R21","2",48440598,48515391
"ZNF737","ZNF737","19",20535825,20565809
"IFT43","IFT43","14",75902136,76084585
"HSPBAP1","HSPBAP1","3",122739999,122793831
"TMEM229A","TMEM229A","7",124030921,124033067
"SPATA4","SPATA4","4",176184579,176195585
"BPGM","BPGM","7",134646811,134679816
"GSS","GSS","20",34928432,34956027
"UPK1B","UPK1B","3",119173517,119205143
"LINC02504","LINC02504","4",171289475,171298267
"LINC02477","LINC02477","4",160539254,160586817
"ALOX12B","ALOX12B","17",8072636,8087716
"AGK","AGK","7",141551278,141655244
"NAF1","NAF1","4",163110073,163166890
"URI1","URI1","19",29923644,30016612
"TTC28","TTC28","22",27978014,28679840
"SFTPA1","SFTPA1","10",79610939,79615455
"PLEKHH1","PLEKHH1","14",67533290,67589612
"SOCS2","SOCS2","12",93569814,93583487
"GPR174","GPR174","X",79144688,79175318
"SEPTIN6","SEPTIN6","X",119615724,119693370
"RMC1","RMC1","18",23503496,23531822
"HES7","HES7","17",8120592,8124106
"CLDN24","CLDN24","4",183321764,183322426
"SPCS3-AS1","SPCS3-AS1","4",176308268,176320458
"GSTT4","GSTT4","22",23998401,24005453
"ARFIP1","ARFIP1","4",152779937,152918463
"BPIFC","BPIFC","22",32413845,32464484
"TMEM107","TMEM107","17",8172457,8176399
"EEA1","EEA1","12",92770637,92929331
"C5orf47","C5orf47","5",173973779,174006140
"KCTD17","KCTD17","22",37051739,37063390
"ZNF428","ZNF428","19",43607224,43619629
"TRAT1","TRAT1","3",108822770,108855005
"LINC02679","LINC02679","10",79628757,79632188
"BORCS6","BORCS6","17",8188345,8190180
"PIGH","PIGH","14",67581955,67600286
"NKX2-5","NKX2-5","5",173232109,173235311
"WAPL","WAPL","10",86435256,86521792
"RHPN2","RHPN2","19",32978592,33064888
"SC5D","SC5D","11",121292681,121313410
"AURKB","AURKB","17",8204733,8210600
"TIMMDC1-DT","TIMMDC1-DT","3",119497678,119498181
"MAGI1-AS1","MAGI1-AS1","3",65893816,65925297
"ADRA1B","ADRA1B","5",159865080,159973012
"BFSP2","BFSP2","3",133400056,133475222
"PTGER4","PTGER4","5",40679915,40693735
"NPC1","NPC1","18",23506184,23586506
"ARG2","ARG2","14",67619920,67651708
"ARHGEF37","ARHGEF37","5",149551947,149634968
"ADM2","ADM2","22",50481543,50486440
"MRAS","MRAS","3",138347648,138405534
"NLN","NLN","5",65722205,65871725
"RIC8B","RIC8B","12",106774621,106889316
"SPATA19","SPATA19","11",133840631,133845538
"HYMAI","HYMAI","6",144004916,144008262
"EGLN2","EGLN2","19",40798996,40808434
"PERP","PERP","6",138088505,138107419
"MIOX","MIOX","22",50486784,50490648
"VTI1B","VTI1B","14",67647085,67674820
"TSGA10","TSGA10","2",98997261,99154964
"WAPL-DT","WAPL-DT","10",86521945,86525101
"UST","UST","6",148747030,149076990
"CYP2C9","CYP2C9","10",94938658,94990091
"ULBP3","ULBP3","6",150061053,150069121
"TINAG-AS1","TINAG-AS1","6",54365335,54369971
"AKAP12","AKAP12","6",151239967,151358559
"KIRREL3","KIRREL3","11",126423358,127003460
"RDH11","RDH11","14",67676800,67695793
"RAET1L","RAET1L","6",150018334,150025532
"TENM3","TENM3","4",182143987,182803024
"CYP2C8","CYP2C8","10",95036772,95069497
"CADM4","CADM4","19",43622368,43639850
"ANKRD29","ANKRD29","18",23598926,23662911
"TTK","TTK","6",80003887,80042527
"STOX2","STOX2","4",183797692,184023526
"FAM3D","FAM3D","3",58633946,58666834
"DRD1","DRD1","5",175440036,175444182
"SIPA1L3","SIPA1L3","19",37907208,38208369
"E2F7","E2F7","12",77021248,77065569
"INSIG1","INSIG1","7",155297776,155310235
"SIL1","SIL1","5",138946724,139293557
"SPCS3","SPCS3","4",176319966,176332245
"SBF1","SBF1","22",50443219,50483923
"RDH12","RDH12","14",67701886,67734451
"SPATA31A5","SPATA31A5","9",60914407,60920653
"TRIML1","TRIML1","4",188139441,188147743
"PFAS","PFAS","17",8247618,8270491
"TRPC4AP","TRPC4AP","20",35002404,35092807
"PTBP3","PTBP3","9",112217716,112333664
"DSC2","DSC2","18",31058545,31102600
"EDNRA","EDNRA","4",147480917,147544954
"ACTR3B","ACTR3B","7",152759749,152855378
"ALDH18A1","ALDH18A1","10",95605941,95656711
"FHL1","FHL1","X",136146702,136211359
"RNF7","RNF7","3",141738249,141747560
"EI24","EI24","11",125569280,125584684
"NKX2-8","NKX2-8","14",36580004,36582614
"PAX9","PAX9","14",36657568,36679362
"TMTC3","TMTC3","12",88142296,88199887
"PIGQ","PIGQ","16",566995,584109
"ZNF507","ZNF507","19",32345594,32387667
"PALS1","PALS1","14",67240713,67336061
"PDIA5","PDIA5","3",123067025,123225227
"ENTPD1","ENTPD1","10",95711779,95877266
"ATP6V1D","ATP6V1D","14",67294371,67360265
"HMGB1P1","HMGB1P1","20",57487959,57495366
"CNOT6","CNOT6","5",180494379,180578358
"NPAS2-AS1","NPAS2-AS1","2",100970767,100977766
"SLC25A35","SLC25A35","17",8287763,8295400
"CTCFL","CTCFL","20",57495966,57525652
"ST6GAL2-IT1","ST6GAL2-IT1","2",106822923,106825031
"AKR1B1","AKR1B1","7",134442356,134459284
"MFSD9","MFSD9","2",102714630,102736888
"FKTN","FKTN","9",105558122,105653820
"SPOCK3","SPOCK3","4",166733384,167234796
"WSCD2","WSCD2","12",108129288,108250537
"PLAUR","PLAUR","19",43646095,43670547
"SLC35A5","SLC35A5","3",112561709,112585579
"LOXL4","LOXL4","10",98247690,98268194
"RANGRF","RANGRF","17",8288654,8290092
"RPS12","RPS12","6",132814569,132817564
"LINC02620","LINC02620","10",104474939,104480274
"GJB7","GJB7","6",87282980,87329278
"NEURL1B","NEURL1B","5",172641263,172691540
"SLC5A7","SLC5A7","2",107986523,108013994
"SORCS3","SORCS3","10",104641290,105265242
"ARHGEF15","ARHGEF15","17",8310241,8322514
"ILDR1","ILDR1","3",121987323,122022247
"CNKSR3","CNKSR3","6",154387515,154510685
"MCMBP","MCMBP","10",119829404,119892556
"ZFYVE16","ZFYVE16","5",80408013,80483379
"SRP54","SRP54","14",34981957,35029686
"SLC5A8","SLC5A8","12",101155493,101210238
"IL1B","IL1B","2",112829751,112836816
"ODF4","ODF4","17",8339840,8346048
"ATP2A1","ATP2A1","16",28878405,28904466
"CFAP54","CFAP54","12",96489571,96875555
"TMEM108-AS1","TMEM108-AS1","3",133245603,133257207
"RPL26","RPL26","17",8377516,8383213
"CH25H","CH25H","10",89205629,89207317
"TMEM213","TMEM213","7",138797952,138838101
"LIPA","LIPA","10",89213569,89414557
"ESYT3","ESYT3","3",138434586,138481686
"TRBV1","TRBV1","7",142299177,142299460
"TRIM24","TRIM24","7",138460259,138589996
"FBXO10","FBXO10","9",37510892,37576380
"DPY19L3","DPY19L3","19",32405543,32485895
"CRIM1","CRIM1","2",36355778,36551135
"FOXO3","FOXO3","6",108559835,108684774
"CDC40","CDC40","6",110180141,110254275
"NUP37","NUP37","12",102073103,102120120
"CCDC42","CCDC42","17",8729935,8745219
"TOMM5","TOMM5","9",37582646,37592604
"MFSD6L","MFSD6L","17",8797110,8799365
"PIK3R6","PIK3R6","17",8802722,8867677
"TCTN3","TCTN3","10",95659823,95694143
"TRBV7-1","TRBV7-1","7",142332182,142332701
"FRMPD1","FRMPD1","9",37650954,37746904
"FAM118B","FAM118B","11",126211724,126262984
"KDM7A","KDM7A","7",140084746,140176983
"SUCLG1","SUCLG1","2",84423528,84460045
"LTA4H","LTA4H","12",96000753,96043520
"STAG1","STAG1","3",136336236,136752403
"MACC1","MACC1","7",20134655,20217404
"NTN1","NTN1","17",9021510,9244000
"DYNLT1","DYNLT1","6",158636474,158644743
"NLRP4","NLRP4","19",55836540,55881855
"STX8","STX8","17",9250471,9576591
"AKR1B10","AKR1B10","7",134527567,134541412
"TRMT10B","TRMT10B","9",37753803,37778972
"OPRM1","OPRM1","6",154010496,154246867
"IGHV4-39","IGHV4-39","14",106421711,106422218
"EML4","EML4","2",42169353,42332548
"IGHV7-40","IGHV7-40","14",106425359,106425654
"IGHVII-40-1","IGHVII-40-1","14",106440950,106441007
"IGHV3-41","IGHV3-41","14",106443133,106443583
"IGHV3-42","IGHV3-42","14",106463256,106463691
"IGHV3-43","IGHV3-43","14",106470264,106470800
"BTNL3","BTNL3","5",180988846,181006727
"IGHVII-43-1","IGHVII-43-1","14",106472791,106473000
"IGHVIII-44","IGHVIII-44","14",106478006,106478393
"LINC00221","LINC00221","14",106482435,106521073
"IGHVIV-44-1","IGHVIV-44-1","14",106489345,106489756
"IGHVII-44-2","IGHVII-44-2","14",106494134,106494383
"IGHV1-45","IGHV1-45","14",106506996,106507491
"FMC1","FMC1","7",139339457,139346328
