"ensembl_gene_id" "hgnc_symbol" "chromosome_name" "start_position" "end_position"
"6755" "ENSG00000114316" "USP4" "3" 49277144 49340712
"6761" "ENSG00000188958" "UTS2B" "3" 191267168 191330526
"6764" "ENSG00000197415" "VEPH1" "3" 157259742 157533619
"6765" "ENSG00000206538" "VGLL3" "3" 86876388 86991149
"6766" "ENSG00000144560" "VGLL4" "3" 11556069 11771350
"6767" "ENSG00000134086" "VHL" "3" 10141778 10153676
"6769" "ENSG00000136059" "VILL" "3" 37988059 38007188
"6770" "ENSG00000114812" "VIPR1" "3" 42489299 42537573
"6771" "ENSG00000232354" "VIPR1-AS1" "3" 42506465 42533258
"6772" "ENSG00000156931" "VPS8" "3" 184812143 185052614
"6773" "ENSG00000145198" "VWA5B2" "3" 184229585 184242329
"6785" "ENSG00000114742" "WDR48" "3" 39052013 39096671
"6786" "ENSG00000174776" "WDR49" "3" 167478684 167653983
"6787" "ENSG00000185798" "WDR53" "3" 196554177 196568674
"6788" "ENSG00000196981" "WDR5B" "3" 122411846 122416062
"6789" "ENSG00000272758" "WDR5B-DT" "3" 122415520 122443180
"6790" "ENSG00000178252" "WDR6" "3" 49007062 49015953
"6792" "ENSG00000164091" "WDR82" "3" 52254434 52288020
"6797" "ENSG00000114251" "WNT5A" "3" 55465715 55490539
"6798" "ENSG00000244586" "WNT5A-AS1" "3" 55487699 55488308
"6800" "ENSG00000154764" "WNT7A" "3" 13816258 13880071
"6801" "ENSG00000018408" "WWTR1" "3" 149517235 149736714
"6802" "ENSG00000241313" "WWTR1-AS1" "3" 149656999 149661364
"6803" "ENSG00000241985" "WWTR1-IT1" "3" 149648997 149650184
"6804" "ENSG00000173578" "XCR1" "3" 46016990 46085825
"6805" "ENSG00000168334" "XIRP1" "3" 39183210 39192596
"6808" "ENSG00000154767" "XPC" "3" 14145145 14178621
"6809" "ENSG00000228242" "XPC-AS1" "3" 14144637 14165978
"6811" "ENSG00000114127" "XRN1" "3" 142306607 142448062
"6812" "ENSG00000173950" "XXYLT1" "3" 195068284 195271159
"6813" "ENSG00000233303" "XXYLT1-AS1" "3" 195094588 195096057
"6814" "ENSG00000230266" "XXYLT1-AS2" "3" 195147723 195152858
"6815" "ENSG00000093217" "XYLB" "3" 38346760 38421348
"6816" "ENSG00000163872" "YEATS2" "3" 183697797 183812624
"6817" "ENSG00000233885" "YEATS2-AS1" "3" 183806457 183810783
"6822" "ENSG00000169064" "ZBBX" "3" 167239843 167407874
"6823" "ENSG00000177494" "ZBED2" "3" 111592900 111595346
"6824" "ENSG00000066422" "ZBTB11" "3" 101648889 101677135
"6825" "ENSG00000256628" "ZBTB11-AS1" "3" 101676421 101679217
"6826" "ENSG00000181722" "ZBTB20" "3" 114314500 115147292
"6827" "ENSG00000241560" "ZBTB20-AS1" "3" 114351771 114388978
"6828" "ENSG00000241295" "ZBTB20-AS2" "3" 114684580 114687609
"6829" "ENSG00000239946" "ZBTB20-AS3" "3" 114873114 114876514
"6830" "ENSG00000242767" "ZBTB20-AS4" "3" 115100423 115103061
"6831" "ENSG00000242290" "ZBTB20-AS5" "3" 114445521 114529452
"6832" "ENSG00000177311" "ZBTB38" "3" 141324213 141449792
"6833" "ENSG00000114853" "ZBTB47" "3" 42653697 42667580
"6834" "ENSG00000230084" "ZBTB47-AS1" "3" 42601961 42654396
"6840" "ENSG00000206559" "ZCWPW2" "3" 28348721 28538122
"6843" "ENSG00000163958" "ZDHHC19" "3" 196197452 196211437
"6844" "ENSG00000184307" "ZDHHC23" "3" 113947901 113965401
"6845" "ENSG00000163812" "ZDHHC3" "3" 44915257 44976185
"6851" "ENSG00000152977" "ZIC1" "3" 147393422 147510293
"6852" "ENSG00000174963" "ZIC4" "3" 147386046 147406809
"6853" "ENSG00000241202" "ZIC4-AS1" "3" 147386965 147387614
"6858" "ENSG00000172667" "ZMAT3" "3" 178960121 179072215
"6859" "ENSG00000004838" "ZMYND10" "3" 50341110 50345732
"6860" "ENSG00000235058" "ZMYND10-AS1" "3" 50341106 50345697
"6863" "ENSG00000163848" "ZNF148" "3" 125225669 125375325
"6870" "ENSG00000151789" "ZNF385D" "3" 21412218 22373321
"6871" "ENSG00000225542" "ZNF385D-AS1" "3" 21542789 21579959
"6872" "ENSG00000223351" "ZNF385D-AS2" "3" 21942566 21979828
"6873" "ENSG00000185219" "ZNF445" "3" 44431705 44477670
"6879" "ENSG00000164048" "ZNF589" "3" 48241100 48299253
"6881" "ENSG00000177873" "ZNF619" "3" 40477113 40491053
"6882" "ENSG00000177842" "ZNF620" "3" 40477131 40518736
"6883" "ENSG00000172888" "ZNF621" "3" 40524878 40574685
"6884" "ENSG00000121864" "ZNF639" "3" 179323031 179338583
"6885" "ENSG00000175105" "ZNF654" "3" 88059255 88144660
"6888" "ENSG00000182983" "ZNF662" "3" 42906142 42919334
"6889" "ENSG00000227124" "ZNF717" "3" 75678660 75785583
"6893" "ENSG00000174255" "ZNF80" "3" 114234631 114237578
"6898" "ENSG00000197385" "ZNF860" "3" 31981750 31991723
"6902" "ENSG00000170044" "ZPLD1" "3" 102099244 102479841
"6905" "ENSG00000070476" "ZXDC" "3" 126437601 126475891
"3582" "ENSG00000157426" "AASDH" "4" 56338287 56387508
"3589" "ENSG00000164163" "ABCE1" "4" 145098288 145129524
"3591" "ENSG00000118777" "ABCG2" "4" 88090150 88231628
"3595" "ENSG00000164074" "ABHD18" "4" 127965315 128039953
"3600" "ENSG00000163995" "ABLIM2" "4" 7965310 8158832
"3601" "ENSG00000163322" "ABRAXAS1" "4" 83459517 83523348
"3615" "ENSG00000087008" "ACOX3" "4" 8366282 8440723
"3632" "ENSG00000164113" "ADAD1" "4" 122378966 122429802
"3634" "ENSG00000156140" "ADAMTS3" "4" 72280969 72569221
"3639" "ENSG00000087274" "ADD1" "4" 2843844 2930076
"3640" "ENSG00000152990" "ADGRA3" "4" 22345071 22516066
"3642" "ENSG00000150471" "ADGRL3" "4" 61200326 62078335
"3643" "ENSG00000248692" "ADGRL3-AS1" "4" 62051272 62165554
"3644" "ENSG00000187758" "ADH1A" "4" 99276369 99291003
"3645" "ENSG00000196616" "ADH1B" "4" 99304971 99321401
"3646" "ENSG00000248144" "ADH1C" "4" 99336497 99352746
"3647" "ENSG00000198099" "ADH4" "4" 99123657 99157792
"3648" "ENSG00000197894" "ADH5" "4" 99070978 99088801
"3649" "ENSG00000172955" "ADH6" "4" 99202638 99219537
"3650" "ENSG00000196344" "ADH7" "4" 99412261 99435510
"3654" "ENSG00000184160" "ADRA2C" "4" 3766348 3768526
"3655" "ENSG00000196526" "AFAP1" "4" 7758714 7939926
"3656" "ENSG00000272620" "AFAP1-AS1" "4" 7754077 7778928
"3657" "ENSG00000172493" "AFF1" "4" 86935002 87141039
"3658" "ENSG00000079557" "AFM" "4" 73481745 73504001
"3659" "ENSG00000081051" "AFP" "4" 73431138 73456174
"3667" "ENSG00000164022" "AIMP1" "4" 106315544 106349456
"3669" "ENSG00000163631" "ALB" "4" 73397114 73421482
"3678" "ENSG00000073331" "ALPK1" "4" 112285509 112442621
"3682" "ENSG00000178522" "AMBN" "4" 70592256 70607288
"3688" "ENSG00000187689" "AMTN" "4" 70518569 70532743
"3690" "ENSG00000164162" "ANAPC10" "4" 144831908 145098541
"3692" "ENSG00000053900" "ANAPC4" "4" 25377263 25418498
"3693" "ENSG00000145362" "ANK2" "4" 112818032 113384221
"3694" "ENSG00000248152" "ANK2-AS1" "4" 112973272 113071962
"3697" "ENSG00000132466" "ANKRD17" "4" 73073376 73258798
"3698" "ENSG00000250220" "ANKRD17-DT" "4" 73258885 73353608
"3707" "ENSG00000151458" "ANKRD50" "4" 124664048 124712732
"3712" "ENSG00000163297" "ANTXR2" "4" 79901146 80125454
"3713" "ENSG00000138772" "ANXA3" "4" 78551747 78610451
"3714" "ENSG00000164111" "ANXA5" "4" 121667946 121696995
"3716" "ENSG00000138660" "AP1AR" "4" 112231740 112273110
"3717" "ENSG00000260526" "AP1AR-DT" "4" 112229561 112231596
"3720" "ENSG00000163697" "APBB2" "4" 40810027 41216714
"3727" "ENSG00000047365" "ARAP2" "4" 35948221 36244514
"3728" "ENSG00000109321" "AREG" "4" 74445136 74455005
"3730" "ENSG00000164144" "ARFIP1" "4" 152779937 152918463
"3732" "ENSG00000071205" "ARHGAP10" "4" 147732063 148072776
"3735" "ENSG00000138639" "ARHGAP24" "4" 85475150 86002668
"3744" "ENSG00000236699" "ARHGEF38" "4" 105552620 105708093
"3745" "ENSG00000249885" "ARHGEF38-IT1" "4" 105561591 105570238
"3758" "ENSG00000196503" "ARL9" "4" 56505209 56524959
"3765" "ENSG00000180801" "ARSJ" "4" 113900284 113979727
"3766" "ENSG00000156219" "ART3" "4" 76011184 76114048
"3773" "ENSG00000256394" "ASIC5" "4" 155829729 155866277
"3784" "ENSG00000172238" "ATOH1" "4" 93828753 93830964
"3785" "ENSG00000145246" "ATP10D" "4" 47485275 47593486
"3801" "ENSG00000169020" "ATP5ME" "4" 672436 674330
"3803" "ENSG00000124406" "ATP8A1" "4" 42408373 42657121
"3804" "ENSG00000260519" "ATP8A1-DT" "4" 42656320 42689620
"3817" "ENSG00000153064" "BANK1" "4" 101411286 102074812
"3822" "ENSG00000181004" "BBS12" "4" 122732702 122744942
"3824" "ENSG00000138686" "BBS7" "4" 121824329 121870487
"3825" "ENSG00000261501" "BBS7-DT" "4" 121870583 121872848
"3833" "ENSG00000164039" "BDH2" "4" 103077592 103099870
"3834" "ENSG00000188848" "BEND4" "4" 42110853 42152878
"3840" "ENSG00000186222" "BLOC1S4" "4" 6716174 6717664
"3841" "ENSG00000138688" "BLTP1" "4" 122152331 122364167
"3842" "ENSG00000138756" "BMP2K" "4" 78776342 78916365
"3843" "ENSG00000260278" "BMP2K-DT" "4" 78768321 78775973
"3844" "ENSG00000152785" "BMP3" "4" 81030708 81057627
"3845" "ENSG00000138696" "BMPR1B" "4" 94757955 95158448
"3846" "ENSG00000249599" "BMPR1B-DT" "4" 94743664 94759407
"3849" "ENSG00000038219" "BOD1L1" "4" 13568738 13627725
"3859" "ENSG00000109743" "BST1" "4" 15703065 15775614
"3860" "ENSG00000174808" "BTC" "4" 74744759 74794523
"3867" "ENSG00000163145" "C1QTNF7" "4" 15339818 15446167
"3868" "ENSG00000249252" "C1QTNF7-AS1" "4" 15004925 15427915
"3890" "ENSG00000138813" "C4orf17" "4" 99511012 99542303
"3891" "ENSG00000154274" "C4orf19" "4" 37453925 37623495
"3892" "ENSG00000164096" "C4orf3" "4" 119296419 119304445
"3893" "ENSG00000151470" "C4orf33" "4" 129093317 129116640
"3894" "ENSG00000163633" "C4orf36" "4" 86876205 86892422
"3895" "ENSG00000205208" "C4orf46" "4" 158666675 158672255
"3896" "ENSG00000181215" "C4orf50" "4" 5897373 6200555
"3897" "ENSG00000237136" "C4orf51" "4" 145680146 145771032
"3898" "ENSG00000248713" "C4orf54" "4" 99636529 99657828
"3900" "ENSG00000145309" "CABS1" "4" 70334981 70337116
"3913" "ENSG00000145349" "CAMK2D" "4" 113418054 113761927
"3923" "ENSG00000138794" "CASP6" "4" 109688622 109703583
"3933" "ENSG00000048342" "CC2D2A" "4" 15469865 15601552
"3945" "ENSG00000181982" "CCDC149" "4" 24803514 24980204
"3947" "ENSG00000163749" "CCDC158" "4" 76312997 76421868
"3965" "ENSG00000163394" "CCKAR" "4" 26481396 26490484
"3967" "ENSG00000145386" "CCNA2" "4" 121816444 121823883
"3968" "ENSG00000138764" "CCNG2" "4" 77157207 77433388
"3969" "ENSG00000118816" "CCNI" "4" 77047155 77076309
"3983" "ENSG00000184305" "CCSER1" "4" 90127394 91605295
"3990" "ENSG00000004468" "CD38" "4" 15778275 15853232
"4003" "ENSG00000138769" "CDKL2" "4" 75576496 75630716
"4007" "ENSG00000163624" "CDS1" "4" 84583127 84651334
"4010" "ENSG00000145241" "CENPC" "4" 67468762 67545503
"4011" "ENSG00000138778" "CENPE" "4" 103105349 103198445
"4012" "ENSG00000174799" "CEP135" "4" 55948871 56033361
"4027" "ENSG00000197826" "CFAP299" "4" 80335730 80963750
"4033" "ENSG00000206113" "CFAP99" "4" 2418955 2463002
"4036" "ENSG00000205403" "CFI" "4" 109731008 109802150
"4044" "ENSG00000109220" "CHIC2" "4" 53994803 54064605
"4053" "ENSG00000174343" "CHRNA9" "4" 40335333 40355217
"4062" "ENSG00000145354" "CISD2" "4" 102868974 102892807
"4075" "ENSG00000153132" "CLGN" "4" 140388453 140427661
"4077" "ENSG00000109684" "CLNK" "4" 10486395 10684768
"4078" "ENSG00000134852" "CLOCK" "4" 55427903 55546909
"4080" "ENSG00000249581" "CLRN2" "4" 17515165 17527104
"4093" "ENSG00000198515" "CNGA1" "4" 47935977 48016681
"4099" "ENSG00000138767" "CNOT6L" "4" 77713387 77819615
"4110" "ENSG00000188517" "COL25A1" "4" 108808725 109302752
"4111" "ENSG00000246774" "COL25A1-DT" "4" 109303035 109316135
"4126" "ENSG00000169019" "COMMD8" "4" 47450787 47463702
"4130" "ENSG00000138663" "COPS4" "4" 83034447 83075818
"4136" "ENSG00000173085" "COQ2" "4" 83261536 83284914
"4137" "ENSG00000145244" "CORIN" "4" 47593999 47838106
"4139" "ENSG00000163626" "COX18" "4" 73052362 73069755
"4140" "ENSG00000170516" "COX7B2" "4" 46734827 46909245
"4144" "ENSG00000137449" "CPEB2" "4" 15002481 15070153
"4145" "ENSG00000247624" "CPEB2-DT" "4" 14909961 15002337
"4146" "ENSG00000168993" "CPLX1" "4" 784957 826129
"4154" "ENSG00000109625" "CPZ" "4" 8592660 8619759
"4155" "ENSG00000109265" "CRACD" "4" 56049098 56330609
"4160" "ENSG00000072832" "CRMP1" "4" 5748084 5893086
"4172" "ENSG00000126545" "CSN1S1" "4" 69931068 69946574
"4173" "ENSG00000135222" "CSN2" "4" 69955256 69965728
"4174" "ENSG00000171209" "CSN3" "4" 70238382 70251474
"4181" "ENSG00000159692" "CTBP1" "4" 1211445 1250333
"4182" "ENSG00000280927" "CTBP1-AS" "4" 1210120 1218591
"4183" "ENSG00000196810" "CTBP1-DT" "4" 1248877 1288856
"4188" "ENSG00000256043" "CTSO" "4" 155921580 155953912
"4192" "ENSG00000109182" "CWH43" "4" 48986275 49062081
"4194" "ENSG00000163739" "CXCL1" "4" 73869393 73871308
"4195" "ENSG00000169245" "CXCL10" "4" 76021118 76023497
"4196" "ENSG00000169248" "CXCL11" "4" 76033682 76041415
"4197" "ENSG00000156234" "CXCL13" "4" 77511753 77611834
"4198" "ENSG00000081041" "CXCL2" "4" 74097040 74099196
"4199" "ENSG00000163734" "CXCL3" "4" 74036589 74038807
"4200" "ENSG00000163735" "CXCL5" "4" 73995642 73998677
"4201" "ENSG00000124875" "CXCL6" "4" 73836640 73849064
"4202" "ENSG00000169429" "CXCL8" "4" 73740519 73747379
"4203" "ENSG00000138755" "CXCL9" "4" 76001275 76007509
"4208" "ENSG00000168772" "CXXC4" "4" 104468308 104494901
"4209" "ENSG00000245384" "CXXC4-AS1" "4" 104490803 104734546
"4215" "ENSG00000155016" "CYP2U1" "4" 107931549 107953461
"4216" "ENSG00000245293" "CYP2U1-AS1" "4" 107863473 107989761
"4221" "ENSG00000170891" "CYTL1" "4" 5014586 5019458
"4225" "ENSG00000226950" "DANCR" "4" 52712325 52723623
"4227" "ENSG00000070190" "DAPP1" "4" 99816827 99870190
"4235" "ENSG00000163257" "DCAF16" "4" 17793446 17810758
"4237" "ENSG00000182308" "DCAF4L1" "4" 41981756 41986465
"4239" "ENSG00000197410" "DCHS2" "4" 154231742 154491799
"4241" "ENSG00000156136" "DCK" "4" 70992538 71030914
"4242" "ENSG00000170390" "DCLK2" "4" 150078445 150257438
"4246" "ENSG00000109184" "DCUN1D4" "4" 51843000 51916837
"4247" "ENSG00000145358" "DDIT4L" "4" 100185870 100190782
"4248" "ENSG00000249710" "DDIT4L-AS1" "4" 100190008 100215510
"4250" "ENSG00000186146" "DEFB131A" "4" 9444414 9450666
"4256" "ENSG00000145214" "DGKQ" "4" 958887 986895
"4259" "ENSG00000109606" "DHX15" "4" 24517441 24584554
"4267" "ENSG00000155011" "DKK2" "4" 106921802 107283806
"4275" "ENSG00000152592" "DMP1" "4" 87650280 87664361
"4280" "ENSG00000164031" "DNAJB14" "4" 99896248 99946618
"4293" "ENSG00000175920" "DOK7" "4" 3463306 3501473
"4304" "ENSG00000169676" "DRD5" "4" 9781634 9784009
"4305" "ENSG00000152591" "DSPP" "4" 87608529 87616873
"4306" "ENSG00000197057" "DTHD1" "4" 36281616 36347511
"4333" "ENSG00000151617" "EDNRA" "4" 147480917 147544954
"4343" "ENSG00000138798" "EGF" "4" 109912883 110013766
"4353" "ENSG00000151247" "EIF4E" "4" 98879276 98929133
"4358" "ENSG00000109381" "ELF2" "4" 139028112 139177218
"4359" "ENSG00000179387" "ELMOD2" "4" 140524168 140553770
"4360" "ENSG00000170522" "ELOVL6" "4" 110045846 110199199
"4363" "ENSG00000164035" "EMCN" "4" 100395341 100880126
"4365" "ENSG00000132464" "ENAM" "4" 70628744 70646824
"4366" "ENSG00000145293" "ENOPH1" "4" 82430590 82461177
"4367" "ENSG00000138792" "ENPEP" "4" 110365733 110565285
"4375" "ENSG00000182585" "EPGN" "4" 74308470 74316789
"4378" "ENSG00000145242" "EPHA5" "4" 65319563 65670495
"4379" "ENSG00000250846" "EPHA5-AS1" "4" 65668250 65708352
"4388" "ENSG00000124882" "EREG" "4" 74365145 74388749
"4395" "ENSG00000251292" "ERVH-1" "4" 23723262 23733579
"4396" "ENSG00000226887" "ERVMER34-1" "4" 52722618 52751586
"4400" "ENSG00000171503" "ETFDH" "4" 158671968 158710742
"4401" "ENSG00000164089" "ETNPPL" "4" 108742048 108763054
"4404" "ENSG00000072840" "EVC" "4" 5711201 5814305
"4405" "ENSG00000173040" "EVC2" "4" 5542772 5709548
"4407" "ENSG00000090989" "EXOC1" "4" 55853648 55905086
"4408" "ENSG00000250821" "EXOC1L" "4" 55819790 55837489
"4411" "ENSG00000123737" "EXOSC9" "4" 121801318 121817021
"4412" "ENSG00000145384" "FABP2" "4" 119317250 119322138
"4415" "ENSG00000197712" "FAM114A1" "4" 38867677 38945739
"4420" "ENSG00000138640" "FAM13A" "4" 88725955 89111398
"4421" "ENSG00000248019" "FAM13A-AS1" "4" 88708622 88730103
"4425" "ENSG00000047662" "FAM184B" "4" 17629306 17781621
"4426" "ENSG00000125386" "FAM193A" "4" 2536647 2732573
"4427" "ENSG00000237765" "FAM200B" "4" 15681662 15690447
"4432" "ENSG00000174749" "FAM241A" "4" 112145454 112195256
"4436" "ENSG00000189157" "FAM47E" "4" 76214040 76283783
"4437" "ENSG00000174137" "FAM53A" "4" 1617915 1684313
"4441" "ENSG00000251669" "FAM86EP" "4" 3943274 3955419
"4444" "ENSG00000229924" "FAM90A26" "4" 9170409 9176730
"4452" "ENSG00000196159" "FAT4" "4" 125314918 125492932
"4456" "ENSG00000118564" "FBXL5" "4" 15604381 15681679
"4462" "ENSG00000109670" "FBXW7" "4" 152320544 152536092
"4463" "ENSG00000270751" "FBXW7-AS1" "4" 152337655 152338098
"4464" "ENSG00000181617" "FDCSP" "4" 70226124 70235252
"4468" "ENSG00000171560" "FGA" "4" 154583126 154590742
"4469" "ENSG00000171564" "FGB" "4" 154563011 154572807
"4477" "ENSG00000138685" "FGF2" "4" 122826682 122898236
"4478" "ENSG00000138675" "FGF5" "4" 80266639 80336680
"4479" "ENSG00000137440" "FGFBP1" "4" 15935577 15938740
"4480" "ENSG00000137441" "FGFBP2" "4" 15960245 15969309
"4481" "ENSG00000068078" "FGFR3" "4" 1793293 1808872
"4482" "ENSG00000127418" "FGFRL1" "4" 1009936 1026898
"4483" "ENSG00000171557" "FGG" "4" 154604134 154612967
"4484" "ENSG00000137460" "FHDC1" "4" 152936323 152979671
"4485" "ENSG00000164142" "FHIP1A" "4" 151409176 151670503
"4486" "ENSG00000251611" "FHIP1A-DT" "4" 151333774 151409040
"4492" "ENSG00000145216" "FIP1L1" "4" 53377569 53464382
"4501" "ENSG00000052795" "FNIP2" "4" 158769026 158908050
"4509" "ENSG00000138759" "FRAS1" "4" 78057323 78544269
"4510" "ENSG00000183090" "FREM3" "4" 143577302 143700675
"4513" "ENSG00000075539" "FRYL" "4" 48497357 48780322
"4518" "ENSG00000168843" "FSTL5" "4" 161383897 162164004
"4525" "ENSG00000138757" "G3BP2" "4" 75641849 75724589
"4528" "ENSG00000109458" "GAB1" "4" 143336876 143474565
"4529" "ENSG00000151834" "GABRA2" "4" 46243548 46475230
"4530" "ENSG00000109158" "GABRA4" "4" 46918900 46993581
"4531" "ENSG00000163288" "GABRB1" "4" 46993723 47426447
"4532" "ENSG00000163285" "GABRG1" "4" 46035769 46124054
"4537" "ENSG00000178950" "GAK" "4" 849276 932373
"4545" "ENSG00000109534" "GAR1" "4" 109815510 109824740
"4546" "ENSG00000272795" "GAR1-DT" "4" 109811874 109815772
"4548" "ENSG00000164125" "GASK1B" "4" 158124474 158173318
"4549" "ENSG00000248429" "GASK1B-AS1" "4" 158170752 158202877
"4552" "ENSG00000059691" "GATB" "4" 151670504 151761007
"4558" "ENSG00000145321" "GC" "4" 71741696 71804041
"4571" "ENSG00000250298" "GIMD1" "4" 106357392 106368778
"4572" "ENSG00000196475" "GK2" "4" 79406361 79408228
"4577" "ENSG00000109738" "GLRB" "4" 157076125 157172090
"4590" "ENSG00000163281" "GNPDA2" "4" 44682200 44726588
"4591" "ENSG00000109163" "GNRHR" "4" 67737118 67754388
"4600" "ENSG00000138678" "GPAT3" "4" 83535914 83605875
"4621" "ENSG00000155269" "GPR78" "4" 8558725 8619761
"4623" "ENSG00000185477" "GPRIN3" "4" 89236383 89307937
"4627" "ENSG00000120251" "GRIA2" "4" 157204182 157387146
"4628" "ENSG00000152208" "GRID2" "4" 92303966 93810157
"4630" "ENSG00000125388" "GRK4" "4" 2963571 3040760
"4637" "ENSG00000109519" "GRPEL1" "4" 7058671 7068085
"4638" "ENSG00000132463" "GRSF1" "4" 70815783 70839897
"4639" "ENSG00000215203" "GRXCR1" "4" 42892713 43030658
"4642" "ENSG00000138780" "GSTCD" "4" 105708778 105847725
"4643" "ENSG00000251175" "GSTCD-AS1" "4" 105746245 105827259
"4644" "ENSG00000180613" "GSX2" "4" 54099523 54102498
"4650" "ENSG00000164116" "GUCY1A1" "4" 155666726 155737059
"4651" "ENSG00000061918" "GUCY1B1" "4" 155758992 155807811
"4652" "ENSG00000151806" "GUF1" "4" 44678420 44700928
"4656" "ENSG00000170180" "GYPA" "4" 144109303 144140751
"4657" "ENSG00000250361" "GYPB" "4" 143996104 144019380
"4659" "ENSG00000197465" "GYPE" "4" 143870864 143905563
"4663" "ENSG00000164032" "H2AZ1" "4" 99948086 99950355
"4664" "ENSG00000245322" "H2AZ1-DT" "4" 99950006 100195099
"4667" "ENSG00000138796" "HADH" "4" 107989714 108035241
"4672" "ENSG00000214367" "HAUS3" "4" 2227464 2242133
"4682" "ENSG00000163312" "HELQ" "4" 83407343 83455855
"4684" "ENSG00000138641" "HERC3" "4" 88592434 88708539
"4685" "ENSG00000138646" "HERC5" "4" 88457119 88506163
"4686" "ENSG00000138642" "HERC6" "4" 88378739 88443097
"4691" "ENSG00000109758" "HGFAC" "4" 3441968 3449486
"4694" "ENSG00000164161" "HHIP" "4" 144646156 144745271
"4695" "ENSG00000248890" "HHIP-AS1" "4" 144642916 144661357
"4707" "ENSG00000138668" "HNRNPD" "4" 82352498 82374503
"4708" "ENSG00000272677" "HNRNPD-DT" "4" 82374080 82411246
"4709" "ENSG00000152795" "HNRNPDL" "4" 82422565 82430462
"4710" "ENSG00000171476" "HOPX" "4" 56647989 56681877
"4721" "ENSG00000163106" "HPGDS" "4" 94298535 94342876
"4723" "ENSG00000173083" "HPSE" "4" 83292461 83335153
"4727" "ENSG00000002587" "HS3ST1" "4" 11393150 11429564
"4729" "ENSG00000198189" "HSD17B11" "4" 87336515 87391188
"4730" "ENSG00000170509" "HSD17B13" "4" 87303789 87322886
"4731" "ENSG00000164070" "HSPA4L" "4" 127781821 127840733
"4736" "ENSG00000126550" "HTN1" "4" 70050438 70058848
"4746" "ENSG00000170801" "HTRA3" "4" 8269754 8307098
"4747" "ENSG00000197386" "HTT" "4" 3041363 3243957
"4748" "ENSG00000251075" "HTT-AS" "4" 3046139 3074624
"4753" "ENSG00000029559" "IBSP" "4" 87799554 87812435
"4758" "ENSG00000127415" "IDUA" "4" 986997 1004564
"4768" "ENSG00000163453" "IGFBP7" "4" 57030773 57110385
"4769" "ENSG00000245067" "IGFBP7-AS1" "4" 57109736 57207459
"4779" "ENSG00000164136" "IL15" "4" 141636583 141733987
"4796" "ENSG00000109471" "IL2" "4" 122451470 122456725
"4799" "ENSG00000138684" "IL21" "4" 122610108 122621066
"4800" "ENSG00000227145" "IL21-AS1" "4" 122618983 122689164
"4821" "ENSG00000109452" "INPP4B" "4" 142023160 142847432
"4825" "ENSG00000138785" "INTS12" "4" 105682627 105895986
"4826" "ENSG00000164066" "INTU" "4" 127623271 127726737
"4841" "ENSG00000234828" "IQCM" "4" 149351709 149896233
"4867" "ENSG00000077684" "JADE1" "4" 128809700 128875224
